N° Certificado|Laboratorio|Nombre Comercial|Forma Farmacéutica|Presentación|Precio Venta al Público| (uso exclusivamente hospitalario - muestra médica - no venta al público)| (muestra médica - no venta al público)| (uso exclusivamente hospitalario - muestra médica)| (uso exclusivamente hospitalario - no venta al público)| (uso exclusivamente hospitalario)| (muestra médica)| (no venta al público)|GTIN|Genérico|Genérico[IFA,Cantidad,Unidad]
51343|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FORTONOL|COMPRIMIDO| BLISTER por 20 UNIDADES |$12,246.53|0|0|0|0|0|0|0|07791829009642|ACENOCUMAROL 4 MG |[['ACENOCUMAROL', '4', 'MG']]
44108|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FLUTIAMIK|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$12,579.76|0|0|0|0|0|0|0|07791829008188|FINASTERIDA 5 MG |[['FINASTERIDA', '5', 'MG']]
47032|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FINLIPOL|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$12,661.10|0|0|0|0|0|0|0|07791829009239|ATORVASTATINA 10 MG |[['ATORVASTATINA', '10', 'MG']]
41345|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ANGOTEN-ANGUTEN|COMPRIMIDO| ENVASE por 50 UNIDADES |$12,774.88|0|0|0|0|0|0|0|07791829000137|AMIODARONA CLORHIDRATO 200 MG |[['AMIODARONA CLORHIDRATO', '200', 'MG']]
51396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|REDUGLUC AP FORTE|COMPRIMIDO RECUBIERTO DE LIBERACIÓN PROLONGADA| BLISTER por 60 UNIDADES |$13,131.38|0|0|0|0|0|0|0|07791829019917|METFORMINA 1000 MG |[['METFORMINA', '1000', 'MG']]
54636|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|INTERSULES|COMPRIMIDO RECUBIERTO| BLISTER por 1 UNIDAD |$13,428.61|0|0|0|0|0|0|0|07791829000717|ACIDO IBANDRONICO 150 MG |[['ACIDO IBANDRONICO', '150', 'MG']]
43922|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FINABER|INYECTABLE|1 AMPOLLA por 4 ML |$14,109.81|0|0|0|0|0|0|0|07791829008027|ONDANSETRON 2 MG / ML |[['ONDANSETRON', '2', 'MG / ML']]
56458|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SEMANAR 160|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES |$14,309.35|0|0|0|0|0|0|0|07791829000915|VALSARTAN 160 MG |[['VALSARTAN', '160', 'MG']]
51208|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TAMOXIFENO MICROSULES|COMPRIMIDO| BLISTER por 30 UNIDADES |$14,856.60|0|0|0|0|0|0|0|07791829009345|TAMOXIFENO 20 MG |[['TAMOXIFENO', '20', 'MG']]
55812|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CRACOX|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES |$14,999.47|0|0|0|0|0|0|0|07791829019733|ETORICOXIB 90 MG |[['ETORICOXIB', '90', 'MG']]
56217|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TURBULINA 20|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$15,091.34|0|0|0|0|0|0|0|07791829019511|ROSUVASTATINA 20 MG |[['ROSUVASTATINA', '20', 'MG']]
46914|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ENROMIC|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$15,827.95|0|0|0|0|0|0|0|07791829020272|LOSARTAN POTASICO 50 MG |[['LOSARTAN POTASICO', '50', 'MG']]
58625|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|VIRIPOTENS MAX 20|COMPRIMIDO RECUBIERTO| BLISTER por 4 UNIDADES |$16,547.60|0|0|0|0|0|0|0|07791829019610|TADALAFILO 20 MG |[['TADALAFILO', '20', 'MG']]
48976|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|LAMIVUDINA MICROSULES|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$16,776.79|0|0|0|0|0|0|0|07791829008706|LAMIVUDINA 150 MG |[['LAMIVUDINA', '150', 'MG']]
51396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|REDUGLUC AP|COMPRIMIDO RECUBIERTO DE ACCION PROLONGADA| BLISTER por 100 UNIDADES |$17,068.17|0|0|0|0|0|0|0|07791829009932|METFORMINA CLORHIDRATO 850 MG |[['METFORMINA CLORHIDRATO', '850', 'MG']]
51087|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|METOTREXATO MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 50 MG |$17,264.45|0|0|0|0|0|0|0|07791829009055|METOTREXATO (COMO SAL SODICA) 50 MG |[['METOTREXATO (COMO SAL SODICA)', '50', 'MG']]
53046|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TRAVELGUM|CAPSULA DE LIBERACION MODIFICADA| BLISTER por 30 UNIDADES |$17,312.15|0|0|0|0|0|0|0|07791829001011|TAMSULOSINA CLORHIDRATO 0.4 MG |[['TAMSULOSINA CLORHIDRATO', '0.4', 'MG']]
48976|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|LAMIVUDINA MICROSULES|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$17,569.40|0|0|0|0|0|0|0|07791829018514|LAMIVUDINA 300 MG |[['LAMIVUDINA', '300', 'MG']]
51396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|REDUGLUC 1000|COMPRIMIDO RECUBIERTO| BLISTER por 100 UNIDADES |$17,776.74|0|0|0|0|0|0|0|07791829019566|METFORMINA CLORHIDRATO 1000 MG |[['METFORMINA CLORHIDRATO', '1000', 'MG']]
51909|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CITARABINA MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 100 MG |$18,888.90|0|0|0|0|0|0|0|07791829009734|CITARABINA 100 MG |[['CITARABINA', '100', 'MG']]
51396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|REDUGLUC AP FORTE|COMPRIMIDO RECUBIERTO DE LIBERACIÓN PROLONGADA| BLISTER por 100 UNIDADES |$20,750.29|0|0|0|0|0|0|0|07791829019924|METFORMINA 1000 MG |[['METFORMINA', '1000', 'MG']]
47032|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FINLIPOL|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$21,421.75|0|0|0|0|0|0|0|07791829009215|ATORVASTATINA 20 MG |[['ATORVASTATINA', '20', 'MG']]
56396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|MICRO-CAPE 75|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$21,770.42|0|0|0|0|0|0|0|07791829000847|CLOPIDOGREL 75 MG |[['CLOPIDOGREL', '75', 'MG']]
47032|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FINLIPOL|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$22,154.92|0|0|0|0|0|0|0|07791829009246|ATORVASTATINA 10 MG |[['ATORVASTATINA', '10', 'MG']]
47032|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FINLIPOL|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$24,240.94|0|0|0|0|0|0|0|07791829009161|ATORVASTATINA 40 MG |[['ATORVASTATINA', '40', 'MG']]
47433|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|VIRIPOTENS 50|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$25,380.79|0|0|0|0|0|0|0|07791829018460|SILDENAFIL 50 MG |[['SILDENAFIL', '50', 'MG']]
54636|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|INTERSULES|COMPRIMIDO RECUBIERTO| BLISTER por 3 UNIDADES |$27,062.11|0|0|0|0|0|0|0|07791829000946|ACIDO IBANDRONICO 150 MG |[['ACIDO IBANDRONICO', '150', 'MG']]
47433|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|VIRIPOTENS-M50 (SABOR MENTA)|COMPRIMIDO MASTICABLE| BLISTER por 30 UNIDADES |$27,587.19|0|0|0|0|0|0|0|07791829000090|SILDENAFIL 50 MG |[['SILDENAFIL', '50', 'MG']]
47433|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|VIRIPOTENS-M50 (SABOR FRUTILLA)|COMPRIMIDO MASTICABLE| BLISTER por 30 UNIDADES |$27,587.19|0|0|0|0|0|0|0|07791829000106|SILDENAFIL 50 MG |[['SILDENAFIL', '50', 'MG']]
47433|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|VIRIPOTENS 100|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$28,322.67|0|0|0|0|0|0|0|07791829000779|SILDENAFIL 100 MG |[['SILDENAFIL', '100', 'MG']]
47375|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|NOVIZET|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 50 MG |$28,623.34|0|0|0|0|0|0|0|07798091910041|LEUCOVORINA 50 MG |[['LEUCOVORINA', '50', 'MG']]
58625|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|VIRIPOTENS MAX 5|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$29,777.81|0|0|0|0|0|0|0|07791829019597|TADALAFILO 5 MG |[['TADALAFILO', '5', 'MG']]
45668|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ETOPOSIDO MICROSULES|INYECTABLE|1 AMPOLLA por 5 ML |$30,413.68|0|0|0|0|0|0|0|07791829008515|ETOPOSIDO 100 MG / 5 ML |[['ETOPOSIDO', '100', 'MG / 5 ML']]
47032|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FINLIPOL|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$37,236.72|0|0|0|0|0|0|0|07791829009130|ATORVASTATINA 20 MG |[['ATORVASTATINA', '20', 'MG']]
51909|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CITARABINA MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 1 G |$38,308.78|0|0|0|0|0|0|0|07791829009758|CITARABINA 1 G |[['CITARABINA', '1', 'G']]
45396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|IFOSFAMIDA MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 1 G |$40,065.04|0|0|0|0|0|0|0|07791829018378|IFOSFAMIDA 1 G |[['IFOSFAMIDA', '1', 'G']]
51087|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|METOTREXATO MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 500 MG |$40,952.04|0|0|0|0|0|0|0|07791829009062|METOTREXATO (COMO SAL SODICA) 500 MG |[['METOTREXATO (COMO SAL SODICA)', '500', 'MG']]
47201|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ONKOSTATIL|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 10 MG |$41,871.80|0|0|0|0|0|0|0|07791829018453|DOXORUBICINA CLORHIDRATO 10 MG |[['DOXORUBICINA CLORHIDRATO', '10', 'MG']]
47084|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FLUTAMIDA MICROSULES|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$50,293.37|0|0|0|0|0|0|0|07791829008508|FLUTAMIDA 250 MG |[['FLUTAMIDA', '250', 'MG']]
43922|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FINABER|INYECTABLE|5 AMPOLLA por 4 ML |$54,412.00|0|0|0|0|0|0|0|07791829008492|ONDANSETRON 2 MG / ML |[['ONDANSETRON', '2', 'MG / ML']]
51087|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|METOTREXATO MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 1000 MG |$56,245.36|0|0|0|0|0|0|0|07791829009079|METOTREXATO (COMO SAL SODICA) 1000 MG |[['METOTREXATO (COMO SAL SODICA)', '1000', 'MG']]
47201|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ONKOSTATIL|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 50 MG |$57,724.40|0|0|0|0|0|0|0|07791829008546|DOXORUBICINA CLORHIDRATO 50 MG |[['DOXORUBICINA CLORHIDRATO', '50', 'MG']]
49173|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|NABIGEM|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 200 MG |$65,804.48|0|0|0|0|0|0|0|07791829019320|GEMCITABINA (COMO CLORHIDRATO) 200 MG |[['GEMCITABINA (COMO CLORHIDRATO)', '200', 'MG']]
45669|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CISPLATINO MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 50 MG |$67,172.64|0|0|0|0|0|0|0|07791829008102|CISPLATINO 50 MG |[['CISPLATINO', '50', 'MG']]
57204|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|VIDARA|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$70,592.01|0|0|0|0|0|0|0|07791829018903|TENOFOVIR DISOPROXIL FUMARATO 300 MG |[['TENOFOVIR DISOPROXIL FUMARATO', '300', 'MG']]
52079|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CICLOFOSFAMIDA MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 1 G |$73,167.39|0|0|0|0|0|0|0|07791829009826|CICLOFOSFAMIDA 1 G |[['CICLOFOSFAMIDA', '1', 'G']]
48665|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TRIOSULES|SOLUCION INYECTABLE|5 FRASCO AMPOLLA por 10 ML |$89,390.37|0|0|0|0|0|0|0|07798091910072|FLUOROURACILO 500 MG / 10 ML |[['FLUOROURACILO', '500', 'MG / 10 ML']]
45581|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CIPROTERONA MICROSULES 50 MG|COMPRIMIDO| ENVASE por 50 UNIDADES |$90,623.63|0|0|0|0|0|0|0|07791829008089|CIPROTERONA ACETATO 50 MG |[['CIPROTERONA ACETATO', '50', 'MG']]
46977|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FINABAND|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$91,911.09|0|0|0|0|0|0|0|07791829009000|BICALUTAMIDA 50 MG |[['BICALUTAMIDA', '50', 'MG']]
46206|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CARBOPLATINO MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 150 MG |$96,503.19|0|0|0|0|0|0|0|07791829008317|CARBOPLATINO 150 MG |[['CARBOPLATINO', '150', 'MG']]
51304|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ANASTROZOL MICROSULES|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES |$107,879.80|0|0|0|0|0|0|0|07791829009468|ANASTROZOL 1 MG |[['ANASTROZOL', '1', 'MG']]
48987|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|PACLITAXEL MICROSULES|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 30 MG |$113,945.26|0|0|0|0|0|0|0|07791829008621|PACLITAXEL 30 MG / 5 ML |[['PACLITAXEL', '30', 'MG / 5 ML']]
52079|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CICLOFOSFAMIDA MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|6 FRASCO AMPOLLA por 200 MG |$114,316.99|0|0|0|0|0|0|0|07791829018361|CICLOFOSFAMIDA 200 MG |[['CICLOFOSFAMIDA', '200', 'MG']]
55120|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TEZULINA|CAPSULA DURA|1 FRASCO por 5 UNIDADES |$127,365.45|0|0|0|0|0|0|0|07791829000601|TEMOZOLOMIDA 20 MG |[['TEMOZOLOMIDA', '20', 'MG']]
48988|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|DOCETAXEL MICROSULES|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 20 MG  + 1 AMPOLLA DISOLVENTE por 1.5 ML |$152,400.00|0|0|0|0|0|0|0|07791829008607|DOCETAXEL ANHIDRO 20 MG / 0.5 ML |[['DOCETAXEL ANHIDRO', '20', 'MG / 0.5 ML']]
46823|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|MITOMICINA MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 20 MG |$154,065.04|0|0|0|0|0|0|0|07791829008690|MITOMICINA C 20 MG + MANITOL 40 MG |[['MITOMICINA C', '20', 'MG'], ['MANITOL', '40', 'MG']]
51570|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TOPOTECAN MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 4 MG |$155,722.71|0|0|0|0|0|0|0|07791829009628|TOPOTECAN CLORHIDRATO 4 MG |[['TOPOTECAN CLORHIDRATO', '4', 'MG']]
51153|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|LETROZOL MICROSULES|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$160,789.03|0|0|0|0|0|0|0|07791829009253|LETROZOL 2.5 MG |[['LETROZOL', '2.5', 'MG']]
47275|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|MITOG|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 50 MG |$186,884.03|0|0|0|0|0|0|0|07798091910027|OXALIPLATINO 50 MG |[['OXALIPLATINO', '50', 'MG']]
51569|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FLUDARABINA MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 50 MG |$291,193.22|0|0|0|0|0|0|0|07791829009604|FLUDARABINA FOSFATO 50 MG |[['FLUDARABINA FOSFATO', '50', 'MG']]
48660|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SATIGENE|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 5 ML |$301,828.01|0|0|0|0|0|0|0|07798091910034|IRINOTECAN CLORHIDRATO TRIHIDRATO 100 MG/5 ML |[['IRINOTECAN CLORHIDRATO TRIHIDRATO', '100', 'MG/5 ML']]
49173|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|NABIGEM|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 1000 MG |$303,752.63|0|0|0|0|0|0|0|07791829019337|GEMCITABINA (COMO CLORHIDRATO) 1000 MG |[['GEMCITABINA (COMO CLORHIDRATO)', '1000', 'MG']]
46206|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CARBOPLATINO MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 450 MG |$338,138.94|0|0|0|0|0|0|0|07791829008584|CARBOPLATINO 450 MG |[['CARBOPLATINO', '450', 'MG']]
56756|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|DASONIB 70|COMPRIMIDO RECUBIERTO|1 FRASCO por 60 UNIDADES |$349,111.37|0|0|0|0|0|0|0|07791829000809|DASATINIB 70 MG |[['DASATINIB', '70', 'MG']]
56756|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|DASONIB 50|COMPRIMIDO RECUBIERTO|1 FRASCO por 60 UNIDADES |$365,051.49|0|0|0|0|0|0|0|07791829000793|DASATINIB 50 MG |[['DASATINIB', '50', 'MG']]
48987|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|PACLITAXEL MICROSULES|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 100 MG |$374,752.99|0|0|0|0|0|0|0|07791829008638|PACLITAXEL 100 MG/17 ML |[['PACLITAXEL', '100', 'MG/17 ML']]
55589|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ZULETEL|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$376,589.50|0|0|0|0|0|0|0|07791829019344|EFAVIRENZ 600 MG |[['EFAVIRENZ', '600', 'MG']]
47275|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|MITOG|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 100 MG |$377,285.08|0|0|0|0|0|0|0|07798091910010|OXALIPLATINO 100 MG |[['OXALIPLATINO', '100', 'MG']]
56756|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|DASONIB 100|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$400,651.71|0|0|0|0|0|0|0|07791829000816|DASATINIB 100 MG |[['DASATINIB', '100', 'MG']]
52866|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ACIDO ZOLEDRONICO MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 4 MG + 1 AMPOLLA DE VIDRIO INCOLORO CON SOLVENTE por 5 ML|$421,819.43|0|0|0|0|0|0|0|07791829000694|ACIDO ZOLEDRONICO 4 MG |[['ACIDO ZOLEDRONICO', '4', 'MG']]
48987|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|PACLITAXEL MICROSULES|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 150 MG |$594,034.16|0|0|0|0|0|0|0|07791829008966|PACLITAXEL 150 MG / 25 ML |[['PACLITAXEL', '150', 'MG / 25 ML']]
56777|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|MEXED 25|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 25 MG |$597,651.25|0|0|0|0|0|0|0|07791829000861|BENDAMUSTINA CLORHIDRATO 25 MG |[['BENDAMUSTINA CLORHIDRATO', '25', 'MG']]
48988|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|DOCETAXEL MICROSULES|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 80 MG + 1 AMPOLLA DISOLVENTE por 6 ML|$609,600.72|0|0|0|0|0|0|0|07791829008614|DOCETAXEL ANHIDRO 80 MG / 2 ML |[['DOCETAXEL ANHIDRO', '80', 'MG / 2 ML']]
51570|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TOPOTECAN MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|5 FRASCO AMPOLLA por 4 MG |$753,472.33|0|0|0|0|0|0|0|07791829009499|TOPOTECAN CLORHIDRATO 4 MG |[['TOPOTECAN CLORHIDRATO', '4', 'MG']]
51569|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FLUDARABINA MICROSULES|COMPRIMIDO RECUBIERTO| BLISTER por 15 UNIDADES |$796,992.21|0|0|0|0|0|0|0|07791829009802|FLUDARABINA FOSFATO 10 MG |[['FLUDARABINA FOSFATO', '10', 'MG']]
55120|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TEZULINA|CAPSULA DURA|1 FRASCO por 5 UNIDADES |$804,655.14|0|0|0|0|0|0|0|07791829000595|TEMOZOLOMIDA 100 MG |[['TEMOZOLOMIDA', '100', 'MG']]
58800|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|VANZANT|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$894,162.46|0|0|0|0|0|0|0|07791829019634|GEFITINIB 250 MG |[['GEFITINIB', '250', 'MG']]
55013|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CAPECTAN|COMPRIMIDO RECUBIERTO| BLISTER por 120 UNIDADES |$1,000,734.78|0|0|0|0|0|0|0|07791829000625|CAPECITABINA 500 MG |[['CAPECITABINA', '500', 'MG']]
48987|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|PACLITAXEL MICROSULES|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 300 MG |$1,205,286.55|0|0|0|0|0|0|0|07791829008645|PACLITAXEL 300 MG / 50 ML |[['PACLITAXEL', '300', 'MG / 50 ML']]
51569|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FLUDARABINA MICROSULES|POLVO LIOFILIZADO PARA INYECTABLE|5 FRASCO AMPOLLA por 50 MG |$1,323,384.31|0|0|0|0|0|0|0|07791829009611|FLUDARABINA FOSFATO 50 MG |[['FLUDARABINA FOSFATO', '50', 'MG']]
57610|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|MAVERICK 200|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$1,414,544.79|0|0|0|0|0|0|0|07791829001196|PAZOPANIB 200 MG |[['PAZOPANIB', '200', 'MG']]
55120|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TEZULINA|CAPSULA DURA|1 FRASCO por 5 UNIDADES |$1,876,499.70|0|0|0|0|0|0|0|07791829000588|TEMOZOLOMIDA 250 MG |[['TEMOZOLOMIDA', '250', 'MG']]
56777|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|MEXED 100|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 100 MG |$2,237,035.67|0|0|0|0|0|0|0|07791829000878|BENDAMUSTINA CLORHIDRATO 100 MG |[['BENDAMUSTINA CLORHIDRATO', '100', 'MG']]
